Neurite,ArborType,BrainRegion,Species,Archive,SeqLen,Region2,Region3,Class1,Class2,Class3,Gender,Protocol,AgeClass,Strain,ExperCond,Order,Layer,CorticalRegion,CorticalLobe
21-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
22-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,16,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
23-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,16,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
24-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
25-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,27,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
26-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,25,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
27-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
28-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,16,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
29-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
3-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,17,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
30-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,18,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
31-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,38,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
32-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,27,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
33-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,37,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
34-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,35,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
35-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,32,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
36-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,31,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
37-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
38-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,35,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
39-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,26,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
4-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,18,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
40-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,34,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
41-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
42-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,38,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
43-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,35,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
44-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,28,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
45-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
46-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,31,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
47-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,26,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
48-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
49-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,27,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
5-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,14,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
50-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
51-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,29,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
52-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,31,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
53-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,29,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
54-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,31,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
55-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
56-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
57-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,25,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
58-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,28,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
59-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,34,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
6-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,17,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
60-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Motor,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Motor,Frontal
61-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
62-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
63-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,22,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
64-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,46,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
65-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,24,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
66-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
67-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,28,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
68-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,29,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
69-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
7-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,10,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
70-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,16,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
71-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
72-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
73-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,18,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
74-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
75-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
76-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,19,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
77-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,17,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
78-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
79-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,21,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
8-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,20,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
80-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,28,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
81-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,28,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
82-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
83-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,33,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
84-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,32,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
85-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,30,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
86-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,31,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
87-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
88-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,26,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
89-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
9-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,18,Visual,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Visual,Occipital
90-BasalDendrite,Dendrite,Neocortex,Mouse,DeFelipe,23,Somatosensory,Not reported,Principal cell,Pyramidal cell,Not reported,M,In vitro,Adult,BC57 Black Mouse,Control,Rodent,Layer 2/3,Somatosensory,Parietal
A1-May29-IR1-1A-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,35,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-1A-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,19,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-1B-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,33,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-1B-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,18,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-1C-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,23,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-1C-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,17,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-2-E-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,23,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-2-E-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,22,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-G-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,25,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-G-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,27,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-H-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,26,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-H-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,16,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-I-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,34,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-3-I-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,37,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-5-O-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,29,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-5-O-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,27,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-5N-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,34,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR1-5N-ApicalDendrite,ApicalDendrite,Neocortex,Mouse,Luebke,33,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
A1-May29-IR2-1-A-BasalDendrite,Dendrite,Neocortex,Mouse,Luebke,29,Frontal lobe,Not reported,Principal cell,Pyramidal cell,Not reported,M/F,In vitro,Adult,C57B6/SJL,Control,Rodent,Layer 2/3,Frontal lobe,Not reported
